par tair vpd sw ca alow_ca ahigh_ca alow_sw ahigh_sw alow_par ahigh_par alow_tair ahigh_tair
469.696969697 13.898989899 2.22222222222 0.164924305224 484.848484848 24.2660089354 28.7121089871 2.40849451309 3.07668219395 12.1181143497 13.0592482905 17.4634768593 21.4197741035
484.848484848 14.2828282828 2.27777777778 0.171136996228 492.424242424 24.4969325592 28.970188721 2.55369337881 3.26016998082 12.3745399029 13.3712829426 17.726185681 21.7176012038
500.0 14.6666666667 2.33333333333 0.177631578947 500.0 24.7242107033 29.2238793264 2.70681619294 3.45342016693 12.623912087 13.6768473677 17.9884309831 22.0137027015
515.151515152 15.0505050505 2.38888888889 0.184421398293 507.575757576 24.9479267972 29.4732879391 2.86820833013 3.65682777319 12.8664270658 13.9760361237 18.2500025572 22.307798266
530.303030303 15.4343434343 2.44444444444 0.191520279399 515.151515152 25.16816179 29.7185183334 3.03821803043 3.87078724717 13.1022813095 14.2689482846 18.5106798078 22.5995974308
545.454545455 15.8181818182 2.5 0.198942510696 522.727272727 25.3849942403 29.95967105 3.21719450623 4.09568999082 13.3316707084 14.5556869093 18.7702313371 22.8887994451
560.606060606 16.202020202 2.55555555556 0.206702819282 530.303030303 25.5985004036 30.1968435178 3.40548576625 4.33192161112 13.554789786 14.83635852 19.0284145162 23.1750931239
575.757575758 16.5858585859 2.61111111111 0.214816337294 537.878787879 25.808754315 30.4301301718 3.60343614066 4.57985888894 13.7718310096 15.1110725929 19.2849750414 23.4581566947
590.909090909 16.9696969697 2.66666666667 0.223298557821 545.454545455 26.0158278686 30.6596225643 3.81138349421 4.83986646269 13.9829841933 15.3799410669 19.5396464745 23.7376576418
606.060606061 17.3535353535 2.72222222222 0.232165278735 553.03030303 26.2197908933 30.8854094715 4.02965611789 5.112293223 14.1884359884 15.6430778733 19.7921497673 24.0132525486
621.212121212 17.7373737374 2.77777777778 0.241432532688 560.606060606 26.4207112262 31.1075769965 4.25856929293 5.39746841251 14.3883694554 15.9005984879 20.0335592585 24.1895165074
636.363636364 18.1212121212 2.83333333333 0.251116501335 568.181818182 26.6186547818 31.3262086665 4.49842152568 5.69569742045 14.5829637109 16.1526195087 20.1270829829 24.2844327627
651.515151515 18.5050505051 2.88888888889 0.261233411742 575.757575758 26.8136856188 31.5413855264 4.74949045529 6.00725725568 14.7723936425 16.3992582605 20.2138656272 24.3712691231
666.666666667 18.8888888889 2.94444444444 0.271799412779 583.333333333 27.0058660049 31.7531862289 5.01202843975 6.33239167347 14.9568296855 16.6406324265 20.2938550025 24.4499939027
681.818181818 19.2727272727 3.0 0.282830429239 590.909090909 27.1952564773 31.9616871195 5.28625782839 6.67130592313 15.1364376556 16.8768597084 20.3670081216 24.520585979
696.96969697 19.6565656566 3.05555555556 0.294341991362 598.484848485 27.3124465668 32.1669623194 5.57236593006 7.02416107624 15.3113786287 17.1080575142 20.4332911323 24.5830345941
712.121212121 20.0404040404 3.11111111111 0.306349037461 606.060606061 27.395108368 32.2867645274 5.87049968637 7.39106789209 15.4818088658 17.3343426743 20.4926792218 24.6373391273
727.272727273 20.4242424242 3.16666666667 0.318865687467 613.636363636 27.4760232504 32.3821275286 6.18076005841 7.77208017964 15.647879774 17.555831184 20.5451564939 24.6835088429
742.424242424 20.8080808081 3.22222222222 0.331904985387 621.212121212 27.555246012 32.475496265 6.5031961346 8.16718762787 15.8097379002 17.7726379729 20.590715821 24.7215626147
757.575757576 21.1919191919 3.27777777778 0.345478609024 628.787878788 27.6328291832 32.5669326464 6.83779896769 8.57630810007 15.9675249534 17.9848766996 20.6293586705 24.75152863
772.727272727 21.5757575758 3.33333333333 0.359596545824 636.363636364 27.7088231417 32.6564960463 7.1844951528 8.99927942423 16.121377849 18.1926595694 20.6610949107 24.7734440751
787.878787879 21.9595959596 3.38888888889 0.374266734367 643.939393939 27.7832762228 32.7442434305 7.54314016815 9.43585076026 16.2714287746 18.3960971765 20.6859425947 24.7873548048
803.03030303 22.3434343434 3.44444444444 0.38949467199 651.515151515 27.856234821 32.8302294777 7.91351151765 9.88567368467 16.4178052707 18.595298366 20.7039277261 24.7933149982
818.181818182 22.7272727273 3.5 0.405282990142 659.090909091 27.927743487 32.9145066934 8.29530174211 10.3482931998 16.5606303256 18.7903701166 20.7150840074 24.7913868028
833.333333333 23.1111111111 3.55555555556 0.421631000578 666.666666667 27.997845018 32.997125517 8.68811140387 10.8231389432 16.7000224806 18.981417442 20.719452574 24.7816399696
848.484848485 23.4949494949 3.61111111111 0.43853421719 674.242424242 28.0665805433 33.0781344216 9.09144219772 11.3095169404 16.8360959438 19.1685433085 20.7170817142 24.7641514806
863.636363636 23.8787878788 3.66666666667 0.455983860326 681.818181818 28.1339896049 33.1575800098 9.50469039612 11.8066022975 16.9689607098 19.3518485694 20.7080265781 24.7390051711
878.787878788 24.2626262626 3.72222222222 0.473966352775 689.393939394 28.2001102332 33.2355071027 9.92714089531 12.3134332783 17.0987226843 19.5314319128 20.692348877 24.7062913493
893.939393939 24.6464646465 3.77777777778 0.492462819095 696.96969697 28.2649790184 33.3119588242 10.3579621847 12.8289072275 17.2254838121 19.707389823 20.6701165748 24.6661064135
909.090909091 25.0303030303 3.83333333333 0.511448602703 704.545454545 28.3286311784 33.3869766804 10.7962026091 13.351778806 17.3493422061 19.8798165531 20.6414035731 24.6185524696
924.242424242 25.4141414141 3.88888888889 0.530892817866 712.121212121 28.3911006221 33.4606006352 11.2407883235 13.8806609754 17.4703922771 20.0488041091 20.606289392 24.5637369515
939.393939394 25.797979798 3.94444444444 0.550757956373 719.696969697 28.4524200102 33.532869181 11.690523353 14.4140291162 17.5887248641 20.2144422422 20.5648588476 24.5017722428
954.545454545 26.1818181818 4.0 0.570999571 727.272727273 28.5126208115 33.6038194058 12.1440921499 14.9502285828 17.704427363 20.3768184507 20.5172017282 24.4327753047
969.696969697 26.5656565657 4.05555555556 0.591566059663 734.848484848 28.5717333573 33.6734870567 12.6000649988 15.4874858916 17.8175838531 20.5360179884 20.4634124703 24.356867309
984.848484848 26.9494949495 4.11111111111 0.612398575129 742.424242424 28.6297868919 33.7419065999 13.0569065441 16.0239236116 17.9282752229 20.6921238802 20.4035898354 24.2741732774
1000.0 27.3333333333 4.16666666667 0.633431085044 750.0 28.6868096213 33.8091112779 13.5129876104 16.5575788819 18.0365792916 20.845216943 20.3378365896 24.1848217298
1015.15151515 27.7171717172 4.22222222222 0.654590605539 757.575757576 28.7428287584 33.8751331627 13.9666003627 17.0864253252 18.1425709289 20.9953758122 20.2662591868 24.08894434
1030.3030303 28.101010101 4.27777777778 0.675797628594 765.151515152 28.7978705669 33.9400032076 14.4159767054 17.6083979735 18.2463221712 21.142676971 20.1889674556 23.986675602
1045.45454545 28.4848484848 4.33333333333 0.696966758466 772.727272727 28.8519604016 34.0037512949 14.859309667 18.121420672 18.3479023342 21.2871947855 20.1060742923 23.878152505
1060.60606061 28.8686868687 4.38888888889 0.718007565801 780.303030303 28.9051227483 34.0664062822 15.2947773621 18.6234352947 18.4473781223 21.4290015406 20.0176953604 23.7635142206
1075.75757576 29.2525252525 4.44444444444 0.738825659656 787.878787879 28.9573812596 34.1279960459 15.7205689772 19.1124320007 18.544813734 21.5681674804 19.9239487959 23.6429017994
1090.90909091 29.6363636364 4.5 0.759323967767 795.454545455 29.0087587912 34.1885475225 16.1349121031 19.5864796853 18.6402709644 21.7047608491 19.8249549219 23.5164578801
1106.06060606 30.0202020202 4.55555555556 0.779404204594 803.03030303 29.0592774342 34.2480867478 16.5361006405 20.0437557423 18.7338093031 21.8388479345 19.7208359702 23.3843264094
1121.21212121 30.404040404 4.61111111111 0.798968495449 810.606060606 29.1089585474 34.3066388946 16.9225224467 20.4825742687 18.825486029 21.9704931128 19.6117158119 23.2466523749
1136.36363636 30.7878787879 4.66666666667 0.817921114323 818.181818182 29.1578227874 34.3642283075 17.2926858751 20.901411886 18.9153563014 22.0997588934 19.4977196979 23.1035815481
1151.51515152 31.1717171717 4.72222222222 0.836170283587 825.757575758 29.2058901366 34.4208785374 17.6452443876 21.2989304521 19.0034732472 22.2267059658 19.3789740079 22.9552602412
1166.66666667 31.5555555556 4.77777777778 0.853629976581 833.333333333 29.2531799314 34.4766123731 17.9790184858 21.6739960621 19.0898880452 22.3513932454 19.2556060099 22.8018350748
1181.81818182 31.9393939394 4.83333333333 0.870221659891 840.909090909 29.2997108873 34.531451872 18.2930143201 22.0256938919 19.1746500062 22.4738779208 19.1277436291 22.6434527574
1196.96969697 32.3232323232 4.88888888889 0.885875911509 848.484848485 29.3455011241 34.5854183894 18.5864384729 22.3533386125 19.2578066506 22.5942155001 18.9955152277 22.4802598776
1212.12121212 32.7070707071 4.94444444444 0.900533854337 856.060606061 29.3905681892 34.638532606 18.8587085706 22.6564802773 19.3394037818 22.7124598573 18.859049394 22.3124027067
1227.27272727 33.0909090909 5.0 0.914148351648 863.636363636 29.4349290801 34.6908145543 19.1094595569 22.9349057575 19.4194855577 22.8286632788 18.7184747427 22.1400270135
1242.42424242 33.4747474747 5.05555555556 0.926684921669 871.212121212 29.4786002658 34.742283644 19.338545627 23.1886359556 19.4980945575 22.9428765086 18.5739197246 21.9632778902
1257.57575758 33.8585858586 5.11111111111 0.938122341799 878.787878788 29.5215977071 34.7929586859 19.5460379876 23.4179191579 19.5752718475 23.0551487934 18.425512447 21.7822995886
1272.72727273 34.2424242424 5.16666666667 0.948452928039 886.363636364 29.5639368761 34.8428579146 19.7322187523 23.6232209924 19.6510570424 23.1655279269 18.2733805045 21.5972353681
1287.87878788 34.6262626263 5.22222222222 0.957682490865 893.939393939 29.6056327748 34.8919990111 19.8975713987 23.8052115264 19.7254883648 23.2740602936 18.1176508186 21.4082273526
1303.03030303 35.0101010101 5.27777777778 0.965829983936 901.515151515 29.6466999527 34.9403991227 20.0427683087 23.9647500857 19.7986027018 23.3807909112 17.9584494886 21.2154163986
1318.18181818 35.3939393939 5.33333333333 0.972926875491 909.090909091 29.6871525238 34.9880748837 20.1686559674 24.1028683868 19.8704356594 23.4857634724 17.795901651 21.0189419724
1333.33333333 35.7777777778 5.38888888889 0.979016283364 916.666666667 29.7270041829 35.0350424341 20.2762384325 24.2207525654 19.9410216143 23.5890203861 17.6301313489 20.8189420368
1348.48484848 36.1616161616 5.44444444444 0.984151922461 924.242424242 29.7662682209 35.081317438 20.3666596843 24.3197246559 20.0103937627 23.6906028169 17.4612614102 20.6155529465
1363.63636364 36.5454545455 5.5 0.988396918221 931.818181818 29.8049575395 35.126915101 20.4411854471 24.4012240298 20.0785841688 23.7905507244 17.2894133353 20.4089093529
1378.78787879 36.9292929293 5.55555555556 0.991822540961 939.393939394 29.8430846655 35.1718501866 20.5011850327 24.466789252 20.1456238089 23.8889029009 17.1147071929 20.1991441161
1393.93939394 37.3131313131 5.61111111111 0.994506914369 946.96969697 29.8806617643 35.2161370325 20.5481137024 24.5180407495 20.2115426152 23.9856970085 16.9372615243 19.9863882262
1409.09090909 37.696969697 5.66666666667 0.996533747435 954.545454545 29.917700653 35.2597895656 20.5834959786 24.5566646316 20.2763695169 24.0809696146 16.757193256 19.7707707307
1424.24242424 38.0808080808 5.72222222222 0.997991133216 962.121212121 29.9542128122 35.3028213168 20.6089102715 24.5843979364 20.3401324799 24.1747562272 16.5746176201 19.5524186704
1439.39393939 38.4646464646 5.77777777778 0.998970450912 969.696969697 29.9902093985 35.3452454347 20.6259751151 24.6030155237 20.4028585443 24.2670913286 16.2805808088 19.2753188613
1454.54545455 38.8484848485 5.83333333333 0.999565400301 977.272727273 30.0257012558 35.3870746993 20.6363372408 24.6143187837 20.4645738604 24.3580084081 15.6903192926 18.6259088891
1469.6969697 39.2323232323 5.88888888889 0.999871190325 984.848484848 30.0606989257 35.4283215348 20.6416616576 24.6201262809 20.5253037236 24.4475399939 15.0916771394 17.9643591818
1484.84848485 39.6161616162 5.94444444444 0.999983896976 992.424242424 30.0952126584 35.4689980215 20.643623854 24.6222664192 20.5850726068 24.5357176842 14.4871742597 17.2931153681
1500.0 40.0 6.0 1.0 1000.0 30.1292524226 35.5091159082 20.6439041928 24.6225721767 20.6439041928 24.6225721767 13.8793878518 16.6147624596
